pair_id,anchor_id,depth,frozen_nonfrozen,frozen_adapted,recursion_effect_norm_sq,residual_effect_norm_sq,cross_inner_product,teacher_effect_error_norm_sq,closure
val_L_L_s0_m4_b0__val_L_L_s0_m4_b1,val_L|L|s0|m4,1,True,True,0.0,0.0007427866916539619,0.0,0.0007427866916539619,0.0
val_L_L_s0_m4_b0__val_L_L_s0_m4_b1,val_L|L|s0|m4,2,True,True,9.30078738062011e-05,0.00018709850755768082,-9.3044386226113e-05,9.401760891165595e-05,0.0
val_L_L_s0_m4_b0__val_L_L_s0_m4_b1,val_L|L|s0|m4,3,True,True,1.4654127774841188e-05,0.00021614050039739586,-2.1454013091529185e-05,0.00018788660198917868,1.3552527156068805e-20
val_L_L_s0_m4_b0__val_L_L_s0_m4_b1,val_L|L|s0|m4,4,True,True,5.449912188431286e-05,0.00012516663975297278,5.0137504259557285e-05,0.00027994077015640025,2.710505431213761e-20
val_L_L_s0_m4_b0__val_L_L_s0_m4_b1,val_L|L|s0|m4,5,True,True,0.00014103199723652322,0.00012490371342495965,7.715003724780841e-05,0.00042023578515709974,8.131516293641283e-20
val_L_L_s0_m4_b0__val_L_L_s0_m4_b2,val_L|L|s0|m4,1,True,False,0.0,0.000360467191918234,0.0,0.000360467191918234,0.0
val_L_L_s0_m4_b0__val_L_L_s0_m4_b2,val_L|L|s0|m4,2,True,False,0.00012041666998452147,0.000440509463324643,-0.00017286472477259123,0.000215196683763982,0.0
val_L_L_s0_m4_b0__val_L_L_s0_m4_b2,val_L|L|s0|m4,3,True,False,8.835531779995357e-05,0.00030583483205045035,-0.00011690059481450678,0.00016038896022139038,2.710505431213761e-20
val_L_L_s0_m4_b0__val_L_L_s0_m4_b2,val_L|L|s0|m4,4,True,False,3.5600996051756785e-05,0.00010286312897382535,-1.1171444149262552e-05,0.00011612123672705705,2.371692252312041e-20
val_L_L_s0_m4_b0__val_L_L_s0_m4_b2,val_L|L|s0|m4,5,True,False,1.8440333805598546e-05,0.00015789546723646254,-4.551870937867426e-06,0.00016723205916632618,-6.268043809681823e-20
val_L_L_s0_m4_b1__val_L_L_s0_m4_b2,val_L|L|s0|m4,1,False,False,0.0,0.0003695298163131805,0.0,0.0003695298163131805,0.0
val_L_L_s0_m4_b1__val_L_L_s0_m4_b2,val_L|L|s0|m4,2,False,False,0.00031991311266568707,0.0007439959977250841,-0.00037856666465553275,0.0003067757810797058,2.168404344971009e-19
val_L_L_s0_m4_b1__val_L_L_s0_m4_b2,val_L|L|s0|m4,3,False,False,6.946958272781484e-05,0.0002792304414714717,-4.7067735095236575e-05,0.0002545645540088133,-6.776263578034403e-20
val_L_L_s0_m4_b1__val_L_L_s0_m4_b2,val_L|L|s0|m4,4,False,False,4.886017659534175e-05,0.00022640119647716352,4.482556340657977e-05,0.00036491249988566477,-6.776263578034403e-20
val_L_L_s0_m4_b1__val_L_L_s0_m4_b2,val_L|L|s0|m4,5,False,False,0.00018409207350689118,0.00025438854395283224,7.75213684328507e-05,0.0005935233543254248,-2.710505431213761e-20
val_L_L_s1_m4_b0__val_L_L_s1_m4_b1,val_L|L|s1|m4,1,True,True,0.0,1.1344884169688548e-12,0.0,1.1344884169688548e-12,0.0
val_L_L_s1_m4_b0__val_L_L_s1_m4_b1,val_L|L|s1|m4,2,True,True,1.028127957361894e-12,1.1884989659539034e-13,-7.154764318930403e-14,1.003882567578676e-12,-2.7767903863779616e-28
val_L_L_s1_m4_b0__val_L_L_s1_m4_b1,val_L|L|s1|m4,3,True,True,3.1055909468175204e-13,5.81815172620486e-14,-3.012585639972045e-14,3.0848889914435976e-13,2.524354896707238e-29
val_L_L_s1_m4_b0__val_L_L_s1_m4_b1,val_L|L|s1|m4,4,True,True,2.0190312770182476e-13,4.07248808428058e-14,-1.798638171699029e-14,2.0665524511065e-13,6.310887241768095e-30
val_L_L_s1_m4_b0__val_L_L_s1_m4_b1,val_L|L|s1|m4,5,True,True,2.3418914591972453e-13,6.855500895667848e-14,-6.904775988495148e-14,1.6464863510650007e-13,2.524354896707238e-29
val_L_L_s1_m4_b0__val_L_L_s1_m4_b2,val_L|L|s1|m4,1,True,False,0.0,0.0018221430118676473,0.0,0.0018221430118676473,0.0
val_L_L_s1_m4_b0__val_L_L_s1_m4_b2,val_L|L|s1|m4,2,True,False,0.0003578953013778343,0.0015798960547080717,0.00020131517896935255,0.002340421714024611,-2.168404344971009e-19
val_L_L_s1_m4_b0__val_L_L_s1_m4_b2,val_L|L|s1|m4,3,True,False,0.00028486601837556425,0.018027086751118616,-0.001217353565340344,0.01587724563881349,-3.469446951953614e-18
val_L_L_s1_m4_b0__val_L_L_s1_m4_b2,val_L|L|s1|m4,4,True,False,0.004066594667986198,0.03024396848952711,-0.009267470370836558,0.015775622415840185,-6.938893903907228e-18
